,ANO,COD_MUNICIPIO,MUNICIPIO,ACCESOS_FIJOS,POBLACION,INDICADOR_INTERNET,Acueducto,Alcantarillado,Energiaelectrica,Gasnatural,PERIODO,ESTU_COD_RESIDE_MCPIO,PUNT_LECTURA_CRITICA_MIN,PUNT_LECTURA_CRITICA_Q25,PUNT_LECTURA_CRITICA_MEAN,PUNT_LECTURA_CRITICA_MEDIAN,PUNT_LECTURA_CRITICA_Q75,PUNT_LECTURA_CRITICA_MAX,PUNT_LECTURA_CRITICA_STD,PUNT_MATEMATICAS_MIN,PUNT_MATEMATICAS_Q25,PUNT_MATEMATICAS_MEAN,PUNT_MATEMATICAS_MEDIAN,PUNT_MATEMATICAS_Q75,PUNT_MATEMATICAS_MAX,PUNT_MATEMATICAS_STD,PUNT_C_NATURALES_MIN,PUNT_C_NATURALES_Q25,PUNT_C_NATURALES_MEAN,PUNT_C_NATURALES_MEDIAN,PUNT_C_NATURALES_Q75,PUNT_C_NATURALES_MAX,PUNT_C_NATURALES_STD,PUNT_SOCIALES_CIUDADANAS_MIN,PUNT_SOCIALES_CIUDADANAS_Q25,PUNT_SOCIALES_CIUDADANAS_MEAN,PUNT_SOCIALES_CIUDADANAS_MEDIAN,PUNT_SOCIALES_CIUDADANAS_Q75,PUNT_SOCIALES_CIUDADANAS_MAX,PUNT_SOCIALES_CIUDADANAS_STD,PUNT_INGLES_MIN,PUNT_INGLES_Q25,PUNT_INGLES_MEAN,PUNT_INGLES_MEDIAN,PUNT_INGLES_Q75,PUNT_INGLES_MAX,PUNT_INGLES_STD,PUNT_GLOBAL_MIN,PUNT_GLOBAL_Q25,PUNT_GLOBAL_MEAN,PUNT_GLOBAL_MEDIAN,PUNT_GLOBAL_Q75,PUNT_GLOBAL_MAX,PUNT_GLOBAL_STD,INDICADOR_ACUEDUCTO,INDICADOR_ALCANTARILLADO,INDICADOR_ENERGIA_ELECTRICA,INDICADOR_GAS_NATURAL,KmDist
0,2019,25001,AGUA DE DIOS,563,11966,0.047,4438,3723,4760,3481,2019,25001,29,44.0,51.107438016528924,50.0,57.0,78,9.830905055735002,25,44.0,50.21487603305785,50.0,56.0,78,10.500957584565203,27,41.0,47.603305785123965,46.0,54.0,71,9.610306393696105,22,36.0,44.72727272727273,43.0,51.0,79,11.009087155618307,28.0,39.0,46.28099173553719,45.0,53.0,78.0,9.927422576291612,148,212.0,241.25619834710744,234.0,267.0,368,44.90110038102627,0.3708841718201571,0.3111315393615243,0.39779374895537356,0.2909075714524486,46.40561411
1,2020,25001,AGUA DE DIOS,231,12325,0.0187,4491,3767,4743,3531,2020,25001,31,44.0,50.666666666666664,50.0,56.0,74,9.210501253098734,27,43.0,49.06976744186046,49.0,55.0,69,9.192546272755125,32,42.0,48.093023255813954,47.0,54.0,100,9.394514573396938,26,39.0,47.23255813953488,46.0,53.0,76,10.409214388513982,28.0,40.0,45.93023255813954,44.0,51.0,76.0,8.920820140365134,161,214.0,242.73643410852713,234.0,270.0,376,41.482398258901064,0.36438133874239353,0.30563894523326574,0.38482758620689655,0.2864908722109534,46.40561411
3,2019,25019,ALBAN,196,6650,0.0295,513,417,2135,400,2019,25019,30,46.0,51.028985507246375,52.0,57.0,69,8.98032328530607,25,44.0,49.89855072463768,51.0,57.0,74,11.038895042125624,25,41.0,46.971014492753625,46.0,53.0,64,8.452237807567249,24,38.0,44.91304347826087,45.0,53.0,62,9.68585859784736,25.0,40.0,46.01449275362319,46.0,54.0,62.0,9.866003353201737,153,208.0,240.18840579710144,242.0,272.0,321,41.69824208536108,0.07714285714285714,0.06270676691729324,0.32105263157894737,0.06015037593984962,35.98290335
4,2020,25019,ALBAN,255,6879,0.0371,607,433,2285,404,2020,25019,32,45.0,52.42857142857143,52.0,58.5,74,9.01023483585389,26,43.5,50.698412698412696,50.0,58.5,77,10.295058195381303,31,43.0,48.492063492063494,48.0,55.0,69,9.171964674806794,28,37.5,47.111111111111114,46.0,55.5,68,10.72547632014107,30.0,40.0,45.507936507936506,47.0,50.5,59.0,6.999707403730473,153,220.5,246.8095238095238,247.0,270.5,328,40.87189157278297,0.08823956970489896,0.06294519552260502,0.3321703736008141,0.05872946649222271,35.98290335
6,2019,25035,ANAPOIMA,746,15315,0.0487,5184,3517,6387,1677,2019,25035,27,41.0,49.494949494949495,50.0,56.0,78,9.987173232965052,20,40.25,47.66161616161616,48.0,55.0,100,11.000306475386394,22,38.25,46.14646464646464,46.5,52.0,81,9.631471395635076,21,35.25,43.78787878787879,42.0,50.75,78,11.442881969236716,22.0,39.0,46.34848484848485,47.0,53.0,84.0,10.139372557769612,142,201.25,233.6818181818182,233.0,263.75,421,45.77227645757752,0.33849167482859943,0.22964413973228862,0.41704211557296766,0.10950048971596474,34.28546579
7,2020,25035,ANAPOIMA,1571,16064,0.0978,5272,3644,8869,1833,2020,25035,33,44.75,51.11805555555556,51.0,58.0,75,9.211953717729552,28,43.0,49.72222222222222,49.5,56.0,76,9.744601836774294,28,41.75,47.708333333333336,47.0,55.0,70,8.679914117715056,23,38.0,46.541666666666664,46.0,53.0,79,10.546517007003825,0.0,40.75,46.09027777777778,46.0,51.0,69.0,9.271290519357478,157,213.5,242.81944444444446,244.5,271.25,363,40.69718513620909,0.3281872509960159,0.2268426294820717,0.5521040836653387,0.11410607569721115,34.28546579
9,2019,25040,ANOLAIMA,384,14161,0.0271,2089,1737,5287,800,2019,25040,31,46.75,52.23780487804878,53.0,59.0,73,9.009785276836514,26,44.0,51.31707317073171,51.0,59.0,75,10.059184429222691,25,42.0,47.69512195121951,49.0,54.0,70,9.190804986727498,19,38.0,45.890243902439025,45.0,55.0,67,11.19761817088272,26.0,40.75,46.84146341463415,47.0,53.0,72.0,9.252384222253168,151,219.25,245.52439024390245,247.5,273.75,350,41.98677139312518,0.14751783066167642,0.12266082903749735,0.37334933973589435,0.05649318550949792,31.90712111
10,2020,25040,ANOLAIMA,773,14577,0.053,1788,1484,5405,792,2020,25040,31,49.0,55.6,57.0,61.0,78,9.880291901924098,23,47.0,52.916666666666664,54.0,59.25,78,10.049945301354834,34,46.0,51.53333333333333,52.0,58.0,76,8.502034688092904,29,44.0,51.49166666666667,52.0,58.25,100,11.567845781406707,31.0,41.0,48.141666666666666,46.0,54.0,76.0,10.28443862693285,166,228.75,262.56666666666666,262.5,288.25,392,43.24733116229329,0.12265898332990327,0.10180421211497565,0.370789600054881,0.0543321671125746,31.90712111
12,2019,25053,ARBELAEZ,480,10825,0.0443,1928,1308,4282,2296,2019,25053,31,47.0,52.52127659574468,54.0,60.0,73,9.26982469983564,28,46.25,53.361702127659576,53.0,60.0,81,10.466383528630242,29,43.0,49.340425531914896,50.0,55.0,74,9.824867715314397,20,38.0,46.52127659574468,46.0,55.0,72,11.72968729097999,27.0,39.0,47.09574468085106,47.5,53.0,75.0,10.490209617857227,158,216.25,250.88297872340425,255.5,287.5,355,45.49745505891785,0.17810623556581986,0.12083140877598153,0.39556581986143186,0.21210161662817553,13.45043801
13,2020,25053,ARBELAEZ,585,10959,0.0534,2015,1336,4413,2248,2020,25053,30,46.0,51.8421052631579,52.0,58.0,72,8.947812257820962,26,45.25,51.473684210526315,52.0,57.0,79,9.78549633482449,26,44.0,49.10526315789474,49.0,54.0,69,8.415502362820098,23,41.0,48.03508771929825,47.0,56.0,100,11.733719524773145,28.0,38.0,43.228070175438596,43.0,48.75,64.0,7.4072854446651775,171,221.25,247.92105263157896,245.5,272.0,375,39.98918985271958,0.18386714116251482,0.12190893329683365,0.4026827265261429,0.20512820512820512,13.45043801
15,2019,25086,BELTRAN,46,1832,0.0251,,,654,406,2019,25086,27,37.0,44.48,43.0,52.0,61,8.98665677546439,31,39.0,46.12,45.0,50.0,66,9.623408959407262,25,36.0,41.36,40.0,46.0,64,9.013323471395,29,37.0,42.2,41.0,46.0,58,8.371578903249572,33.0,38.0,43.64,43.0,49.0,57.0,6.98736955751829,152,190.0,217.8,218.0,237.0,305,36.97747061838239,,,0.3569868995633188,0.22161572052401746,60.01422355
16,2020,25086,BELTRAN,18,1885,0.0095,637,597,660,436,2020,25086,27,40.25,43.611111111111114,44.5,51.25,60,9.894376827797569,32,34.5,40.833333333333336,40.5,45.75,56,7.477416980875305,31,36.0,40.888888888888886,41.0,46.25,54,7.0116616213855085,25,34.75,41.388888888888886,40.0,46.0,59,8.932023608994436,33.0,37.25,42.166666666666664,42.0,44.75,54.0,5.863646727180662,155,178.25,208.72222222222223,212.0,232.75,270,34.750887513940356,0.33793103448275863,0.316710875331565,0.35013262599469497,0.2312997347480106,60.01422355
18,2019,25095,BITUIMA,41,2507,0.0164,,,564,172,2019,25095,36,47.25,50.95454545454545,51.5,53.75,65,7.2734171750695955,30,45.25,50.45454545454545,50.5,56.0,69,9.535533908827912,36,44.25,49.13636363636363,49.0,53.5,64,6.971338974656669,34,39.25,46.59090909090909,45.5,53.75,58,7.531894663989747,30.0,39.25,43.86363636363637,43.5,49.5,57.0,6.8750442737653525,183,227.5,244.36363636363637,247.5,259.0,315,32.70145686946197,,,0.2249700837654567,0.06860789788591942,41.68209158
19,2020,25095,BITUIMA,21,2568,0.0082,,,1137,181,2020,25095,39,48.0,51.21052631578947,51.0,56.0,61,6.679811602203738,39,48.5,53.526315789473685,54.0,59.5,67,7.883656942284192,27,45.5,50.10526315789474,51.0,55.0,63,8.761625526769848,33,42.5,47.1578947368421,45.0,49.5,69,9.850342114164457,31.0,36.5,42.89473684210526,43.0,47.5,64.0,8.299228457058893,203,225.5,249.6315789473684,247.0,262.5,312,31.558077899354934,,,0.4427570093457944,0.0704828660436137,41.68209158
21,2019,25099,BOJACA,312,10524,0.0296,2357,1869,3271,1643,2019,25099,25,44.0,50.51304347826087,50.0,59.0,73,10.587451375137462,20,44.0,51.43478260869565,52.0,60.0,77,12.159127994748529,28,42.0,48.530434782608694,48.0,55.5,77,9.884705303250717,26,36.5,44.74782608695652,43.0,52.5,72,10.93027621860962,23.0,38.0,47.31304347826087,48.0,54.5,76.0,12.06296726566391,145,206.5,243.4608695652174,241.0,273.5,369,48.54050342674078,0.22396427213987077,0.17759407069555302,0.3108133789433675,0.15611934625617635,13.67864072
22,2020,25099,BOJACA,458,11092,0.0413,2382,1890,2788,1768,2020,25099,36,48.0,52.63333333333333,52.5,57.0,69,8.113589654317728,20,45.25,52.13333333333333,54.0,60.0,74,11.182048213417387,29,43.0,48.55555555555556,48.0,55.0,71,9.181210797621524,25,40.0,48.91111111111111,50.5,57.0,76,10.849992952355652,28.0,38.0,43.922222222222224,42.0,49.0,73.0,8.33461413378275,154,220.0,250.1888888888889,246.5,278.0,336,41.0014783083569,0.214749368914533,0.1703930760908763,0.2513523260007212,0.15939415795167688,13.67864072
24,2019,25120,CABRERA,99,4885,0.0203,26,24,1428,329,2019,25120,33,41.0,48.90163934426229,48.0,57.75,77,10.245264849470445,20,39.25,48.81147540983606,48.0,56.75,100,12.569365860525899,25,39.0,46.90163934426229,45.0,53.75,73,10.64406080160158,19,36.0,44.442622950819676,44.0,52.5,76,12.122003203196735,24.0,35.25,45.31147540983606,42.5,53.0,83.0,13.43000339514496,135,195.25,235.58196721311475,224.0,269.25,403,52.677694585487416,0.0053224155578300925,0.004912998976458547,0.29232343909928354,0.06734902763561924,8.818185419
25,2020,25120,CABRERA,66,5062,0.013,294,260,1430,332,2020,25120,31,42.0,49.708333333333336,50.0,56.0,71,9.297034965779659,25,41.0,49.84722222222222,49.0,57.0,76,10.490317094285288,30,36.75,46.125,47.0,54.0,70,10.337866263075734,27,39.0,47.75,46.5,57.25,71,11.552391374900404,29.0,38.0,44.513888888888886,43.5,47.0,86.0,10.538986047863329,171,201.75,240.30555555555554,232.0,273.5,353,46.41807530671612,0.05807981035163967,0.05136309758988542,0.2824970367443698,0.06558672461477677,8.818185419
27,2019,25123,CACHIPAY,118,10324,0.0114,1945,963,3923,527,2019,25123,31,48.0,53.63559322033898,54.0,60.0,77,9.288045118522755,21,44.0,50.45762711864407,51.5,57.75,76,10.625436395499896,29,43.0,47.898305084745765,47.0,53.0,73,8.551892708493293,25,40.0,47.05084745762712,47.0,55.0,68,10.181974568485435,27.0,38.25,47.09322033898305,47.0,54.75,77.0,10.51737454494025,147,220.0,247.74576271186442,248.0,273.0,365,41.77456520577141,0.18839597055404883,0.09327779930259589,0.37998837659821777,0.05104610616040294,28.2121193
28,2020,25123,CACHIPAY,148,10703,0.0138,3063,1007,4229,518,2020,25123,26,44.0,50.74107142857143,50.0,59.0,74,9.59893531606809,19,39.0,47.8125,47.0,55.0,100,12.8059187118322,28,40.0,47.357142857142854,47.0,55.0,69,9.637443067552145,24,39.0,46.151785714285715,44.5,53.0,70,10.014592795244788,32.0,40.0,45.732142857142854,45.0,50.0,72.0,7.8728432114236995,143,209.5,239.20535714285714,234.0,270.5,358,44.150059102907434,0.28618144445482574,0.09408577034476315,0.395122862748762,0.04839764551994768,28.2121193
30,2019,25126,CAJICA,21514,87866,0.2449,,,26710,23707,2019,25126,25,49.0,55.85032740879326,56.0,64.0,100,10.863989427391347,19,47.0,55.54536950420954,56.0,65.0,100,12.3170145701162,24,44.0,52.52946679139382,53.0,61.0,81,11.22832167664535,19,41.0,50.602432179607106,50.0,60.0,100,12.987174373158057,0.0,45.0,55.708138447146865,54.0,66.0,100.0,14.59493457853103,131,228.0,268.96164639850326,268.0,310.0,417,54.84103199061988,,,0.3039856144583798,0.2698085721439465,10.76392722
31,2020,25126,CAJICA,27666,92967,0.2976,,,28496,25247,2020,25126,28,52.0,58.183397683397686,58.5,64.0,100,9.380787975109858,20,52.0,58.45366795366795,59.0,66.0,84,10.428629122454046,24,48.0,54.826254826254825,55.0,62.0,80,9.82999087721408,24,47.0,55.24420849420849,56.0,64.0,100,11.440212797038013,25.0,45.0,56.181467181467184,52.0,67.0,100.0,14.64464368190423,152,250.0,283.2084942084942,284.5,315.0,416,45.91065641246216,,,0.3065173663773167,0.2715694816440242,10.76392722
33,2019,25148,CAPARRAPI,316,12714,0.0249,658,470,4198,472,2019,25148,29,46.0,51.96875,52.0,59.0,72,9.652327916649243,30,43.75,50.552083333333336,50.0,57.25,70,9.168446796849869,31,45.0,49.03125,49.0,54.0,65,7.410452255536025,24,38.0,46.270833333333336,46.0,54.0,72,11.011457350526141,26.0,40.0,46.770833333333336,45.0,53.25,80.0,10.725747837175113,161,215.0,246.26041666666666,244.0,272.25,341,40.56372369278444,0.05175397199937077,0.03696712285669341,0.33018719521787004,0.03712442976246657,77.51646953
34,2020,25148,CAPARRAPI,412,12990,0.0317,468,337,4331,487,2020,25148,29,44.0,50.25925925925926,50.0,57.0,72,8.453689533919182,27,42.0,48.675925925925924,48.0,55.0,70,8.700444401265289,28,41.75,47.398148148148145,47.0,53.0,66,8.459844472637279,26,39.0,45.99074074074074,44.5,52.0,74,9.413149850096975,29.0,38.75,43.5,43.5,48.0,59.0,6.751254642830206,162,216.75,238.60185185185185,231.5,260.25,328,35.83162593435222,0.03602771362586605,0.02594303310238645,0.3334103156274057,0.03749037721324096,77.51646953
36,2019,25151,CAQUEZA,907,17480,0.0519,2015,1679,3634,1708,2019,25151,0,45.0,51.93650793650794,52.0,59.0,79,10.788252450891195,24,44.0,52.29761904761905,53.0,61.0,81,11.838333065370636,26,42.0,48.904761904761905,49.0,56.0,71,9.899034981682956,24,38.0,47.66269841269841,46.0,56.0,79,12.101221393868629,23.0,38.0,45.98412698412698,45.0,54.0,75.0,11.326719196691656,107,212.75,249.4126984126984,248.0,281.0,360,49.95404578908025,0.1152745995423341,0.09605263157894736,0.20789473684210527,0.0977116704805492,16.03061331
37,2020,25151,CAQUEZA,1074,17956,0.0598,1919,1596,6030,1832,2020,25151,0,47.0,52.776595744680854,54.0,59.25,79,10.0279334516958,0,47.0,53.01063829787234,54.0,60.0,79,10.606218215322501,0,42.75,49.11702127659574,49.0,56.0,73,9.969854437095409,0,40.75,48.27127659574468,48.0,56.0,74,11.505210373620617,0.0,39.0,46.0,45.5,51.25,82.0,9.014545583974908,0,222.75,252.14361702127658,250.5,282.25,363,45.81368466250249,0.10687235464468701,0.08888393851637336,0.3358208955223881,0.10202717754511027,16.03061331
39,2019,25154,CARMEN DE CARUPA,117,7733,0.0151,745,684,3366,,2019,25154,30,42.0,48.69491525423729,48.0,55.0,71,9.538503595819298,22,42.0,49.45762711864407,50.5,58.75,73,11.460555965539294,30,40.0,46.440677966101696,46.0,52.0,74,8.87090931162448,25,37.0,44.09322033898305,43.0,49.0,74,10.125694901244415,24.0,36.0,43.855932203389834,44.0,50.0,70.0,9.767620872025995,156,201.25,234.5677966101695,231.0,266.5,357,43.13474788897529,0.09634035949825423,0.08845208845208845,0.4352773826458037,,57.37288025
40,2020,25154,CARMEN DE CARUPA,290,7940,0.0365,762,699,3427,,2020,25154,36,45.0,51.18666666666667,53.0,56.0,73,8.348318059011314,31,48.0,52.57333333333333,54.0,57.0,73,8.95359407427246,28,43.0,48.18666666666667,49.0,54.0,74,9.312434775150988,32,40.0,48.346666666666664,48.0,56.0,72,9.500346129303741,30.0,39.0,43.42666666666667,42.0,47.0,64.0,6.722638906997301,180,221.5,247.77333333333334,249.0,271.5,352,36.63574289758101,0.09596977329974811,0.08803526448362721,0.43161209068010076,,57.37288025
42,2019,25168,CHAGUANI,82,4255,0.0193,,,440,361,2019,25168,31,46.5,52.76923076923077,52.0,63.0,74,12.182964146077724,33,50.0,55.53846153846154,54.5,59.0,79,11.451570265184662,26,42.5,51.03846153846154,52.5,58.75,76,11.318942598072557,24,44.25,50.34615384615385,49.5,57.75,77,12.47058076495977,29.0,39.0,46.30769230769231,45.5,50.0,81.0,11.376358752322222,155,225.0,259.8076923076923,261.0,291.25,384,54.57400057226461,,,0.10340775558166862,0.08484136310223267,57.49868251
43,2020,25168,CHAGUANI,34,4364,0.0078,,,1314,366,2020,25168,33,44.75,49.5,49.0,55.5,65,7.913888401388385,28,40.75,48.535714285714285,50.5,57.0,67,10.347596403162978,36,43.0,49.25,49.0,56.25,67,8.002892995429608,26,36.0,44.785714285714285,44.0,52.25,63,9.986498822418133,29.0,35.75,42.142857142857146,40.5,47.5,65.0,8.204399387655949,177,214.5,237.75,235.0,269.25,296,36.32224601474358,,,0.3010999083409716,0.0838680109990834,57.49868251
45,2019,25175,CHIA,38513,141308,0.2725,37904,33004,42256,33554,2019,25175,25,51.0,57.48075024679171,58.0,65.0,100,10.67411196779616,21,48.0,56.82625863770977,58.0,66.0,100,12.314617291346595,21,46.0,53.86870681145113,54.0,62.0,100,11.12006474827597,19,43.0,52.830700888450146,53.5,63.0,100,12.787666326441842,0.0,48.0,58.28874629812438,58.0,69.75,100.0,14.478150134473111,143,237.0,277.4328726554788,278.0,320.0,419,54.66004192325882,0.26823675941914116,0.23356073258414245,0.29903473264075636,0.2374529396778668,3.654272278
46,2020,25175,CHIA,41620,149570,0.2783,39795,34818,43517,35956,2020,25175,23,50.0,56.88689809630459,57.0,63.0,100,9.923888317408082,24,49.0,56.61926091825308,57.0,64.0,100,11.453207626846208,26,45.0,53.255879059350505,54.0,61.0,100,10.837068434407524,21,45.0,53.97816349384099,55.0,63.0,100,12.159909064054887,0.0,44.0,55.67563025210084,53.0,67.0,100.0,15.336677328468468,144,239.0,276.1131019036954,275.0,311.0,454,50.42055710664285,0.26606271311091795,0.232787323661162,0.29094738249648994,0.24039580129705154,3.654272278
48,2019,25178,CHIPAQUE,127,9748,0.013,1177,665,4,643,2019,25178,34,48.0,53.9009900990099,54.0,59.0,77,8.834596708956273,29,51.0,56.722772277227726,58.0,64.0,79,10.966420393073747,32,48.0,52.633663366336634,53.0,58.0,71,8.670320377330041,23,42.0,49.00990099009901,49.0,58.0,77,11.373209792758551,27.0,43.0,50.99009900990099,50.0,59.0,78.0,11.096391349898354,159,237.0,264.5742574257426,271.0,293.0,370,45.08621663760521,0.12074271645465737,0.06821912187115306,0.0004103405826836274,0.06596224866639311,4.296023969
49,2020,25178,CHIPAQUE,37,10058,0.0037,1469,668,3068,672,2020,25178,34,47.5,55.01149425287356,57.0,61.5,74,9.711530251936038,28,48.0,55.48275862068966,57.0,62.0,100,11.65478449409723,30,44.5,52.11494252873563,52.0,58.0,76,9.839910766465696,24,43.5,51.12643678160919,50.0,59.0,76,11.068291813440254,29.0,42.0,48.298850574712645,48.0,52.5,84.0,8.966494405244056,156,236.0,265.2183908045977,264.0,298.5,379,45.29064416127431,0.1460528932193279,0.06641479419367667,0.3050308212368264,0.06681248757208193,4.296023969
51,2019,25181,CHOACHI,743,11213,0.0663,1654,1260,1519,1016,2019,25181,31,47.0,53.090322580645164,54.0,59.0,78,9.16753712336378,29,48.0,54.645161290322584,55.0,61.5,77,10.367745898038011,28,43.5,50.29677419354839,50.0,56.0,76,9.448544307278366,24,40.0,48.26451612903226,49.0,56.0,77,10.763742300116146,26.0,42.0,48.27741935483871,48.0,56.0,77.0,10.04892931162383,151,222.5,256.5741935483871,258.0,286.5,371,43.45843638856464,0.14750735753143673,0.11236957103362169,0.13546776063497726,0.09060911442076161,9.248983551
52,2020,25181,CHOACHI,726,11528,0.063,1701,1303,4597,1096,2020,25181,31,46.0,52.67391304347826,53.0,59.75,75,9.00297034801703,26,46.0,52.69565217391305,52.0,59.0,79,10.216352067717938,29,43.0,49.78260869565217,50.0,56.0,75,9.125834932652793,25,41.0,48.608695652173914,48.0,56.0,78,10.298773779045339,29.0,39.0,45.17391304347826,45.0,50.0,76.0,8.64626246706157,157,225.0,252.5144927536232,256.0,279.5,383,40.04436144224884,0.14755378209576683,0.11302914642609299,0.3987682165163081,0.09507286606523248,9.248983551
54,2019,25183,CHOCONTA,1238,21425,0.0578,,,6374,3037,2019,25183,30,46.0,52.908424908424905,53.0,60.0,79,9.33342952516072,27,47.0,54.40659340659341,55.0,62.0,78,10.350452556862825,26,44.0,49.684981684981686,49.0,56.0,75,9.058411029849152,21,40.0,47.57142857142857,47.0,56.0,78,11.063795145663622,22.0,43.0,48.42490842490842,48.0,54.0,78.0,9.92299591240531,157,224.0,254.67032967032966,256.0,283.0,363,42.96528735974687,,,0.2975029171528588,0.1417502917152859,48.7214882
55,2020,25183,CHOCONTA,1117,22278,0.0501,,,6501,3135,2020,25183,31,48.0,53.87360594795539,54.0,60.0,76,8.96379587984281,25,48.0,55.12267657992565,56.0,62.0,100,10.207356081881466,29,43.0,50.10408921933085,50.0,56.0,76,9.07865413086274,24,43.0,50.13754646840149,50.0,57.0,100,10.716480330506776,0.0,41.0,46.50557620817844,45.0,51.0,79.0,8.988641596209268,166,231.0,259.3159851301115,258.0,286.0,411,40.82005201499922,,,0.2918125504982494,0.14072178831133855,48.7214882
57,2019,25200,COGUA,2230,23286,0.0958,3437,2555,7006,2991,2019,25200,29,49.0,54.91111111111111,56.0,62.0,76,9.649212974564332,23,47.25,54.25925925925926,55.0,62.0,78,10.828135568756057,27,43.0,50.35925925925926,50.0,57.0,71,9.563357860901023,25,41.25,49.074074074074076,49.0,57.75,76,10.62201517549964,22.0,43.0,50.28888888888889,50.5,57.0,77.0,10.515251212145289,142,232.0,260.037037037037,263.0,291.0,358,44.04372741121845,0.1475994159580864,0.10972258009104183,0.3008674740187237,0.12844627673280082,30.77098757
58,2020,25200,COGUA,3135,24434,0.1283,3496,2608,7249,3582,2020,25200,27,46.5,53.08247422680412,54.0,59.0,78,8.725709262458505,26,47.0,54.085910652920965,55.0,61.5,82,10.075380070468972,28,43.0,49.59450171821306,50.0,57.0,77,9.545562464731997,26,41.0,49.36426116838488,49.0,57.0,100,10.862048501176043,28.0,40.0,46.05154639175258,45.0,51.0,74.0,8.777366426983097,160,225.0,255.5429553264605,256.0,284.0,397,41.69082480133056,0.14307931570762053,0.10673651469264141,0.2966767618891708,0.14659900139150364,30.77098757
60,2019,25214,COTA,7931,34948,0.2269,664,117,9195,5186,2019,25214,32,49.0,56.32258064516129,57.0,64.0,100,10.48501234481713,24,49.0,56.37965260545906,56.0,64.0,100,11.651971535969215,27,44.0,52.84863523573201,53.0,61.0,100,11.689150341020266,24,41.0,50.63275434243176,50.0,60.0,79,12.617768372938778,27.0,45.0,56.44913151364764,55.0,66.0,100.0,14.485514053807668,147,228.0,271.16129032258067,268.0,310.0,425,54.110779039680935,0.018999656632711456,0.003347831063294037,0.263105184846057,0.1483918965319904,0.996376593
61,2020,25214,COTA,9156,36992,0.2475,7627,6093,9845,6520,2020,25214,30,50.0,57.55050505050505,59.0,65.0,100,10.134037132606027,24,50.0,57.785353535353536,59.0,66.0,100,11.94022613386618,30,46.0,54.313131313131315,55.0,62.0,100,11.10743526973355,24,45.0,54.916666666666664,56.0,63.0,100,12.924929302257498,0.0,44.0,55.93434343434343,52.5,69.0,100.0,15.874052781811235,154,243.0,280.6186868686869,281.5,320.25,418,52.99685736365148,0.20617971453287198,0.16471128892733564,0.26613862456747406,0.17625432525951557,0.996376593
63,2019,25224,CUCUNUBA,142,7935,0.0179,788,,2371,395,2019,25224,31,46.75,52.73913043478261,53.5,58.0,75,9.056440322966807,27,45.0,51.91304347826087,52.5,59.0,74,10.299527540549057,35,44.0,48.78260869565217,48.0,53.25,75,8.423966447128166,19,38.0,46.75,48.5,53.0,78,10.980126903327974,27.0,39.75,46.65217391304348,46.0,53.0,69.0,8.939890579521514,163,216.0,248.9673913043478,250.5,270.25,368,42.30305397412232,0.09930686830497795,,0.2988027725267801,0.04977945809703844,51.54151081
64,2020,25224,CUCUNUBA,206,8257,0.0249,779,,2426,431,2020,25224,25,46.0,51.9344262295082,53.0,58.0,75,8.778513261479258,33,46.0,52.950819672131146,53.0,61.0,70,9.661653118571717,32,44.0,50.278688524590166,51.0,57.0,65,8.534500859337514,28,41.0,49.22950819672131,49.0,57.0,79,10.861849815789435,34.0,40.0,46.67213114754098,46.0,52.0,71.0,8.090573344898392,171,223.0,253.78688524590163,257.0,287.0,337,39.690937149471274,0.09434419280610391,,0.2938113116143878,0.052198134915828996,51.54151081
66,2019,25245,EL COLEGIO,2135,25047,0.0852,5447,3433,11033,3101,2019,25245,26,43.0,51.062893081761004,50.5,58.0,78,9.55619972153523,19,43.0,50.37735849056604,51.0,58.0,76,11.15515992715553,23,40.0,47.29874213836478,47.0,54.0,71,9.20064109288306,23,37.0,44.78616352201258,44.0,51.75,72,10.38949043110254,22.0,38.0,45.37106918238994,45.5,53.0,75.0,9.701249364478358,132,210.0,240.73584905660377,240.0,273.0,343,43.713716322256296,0.2174711542300475,0.13706232283307382,0.44049187527448397,0.12380724238431748,23.71688498
67,2020,25245,EL COLEGIO,679,26176,0.0259,4771,3491,11398,3650,2020,25245,27,45.0,51.945205479452056,52.5,59.0,71,9.204272742992385,26,45.0,52.00342465753425,52.0,59.0,75,9.596855974161835,27,42.0,49.04109589041096,49.0,55.25,74,9.012688049296663,26,41.0,48.62328767123287,48.0,56.0,76,10.548295353209525,29.0,39.0,45.98972602739726,44.5,51.0,79.0,8.951370948021296,164,220.0,250.3527397260274,248.5,278.25,353,40.79824923001512,0.1822661980440098,0.1333664425427873,0.4354370415647922,0.13944070904645478,23.71688498
69,2019,25258,EL PENON,53,4710,0.0113,,,1721,163,2019,25258,32,45.5,49.84313725490196,50.0,56.5,65,8.360317096903938,25,40.0,48.21568627450981,48.0,59.0,66,11.291259850858442,24,38.5,46.11764705882353,47.0,54.0,65,9.833914904703068,21,36.5,43.372549019607845,42.0,50.5,63,9.740556009414917,23.0,38.0,43.27450980392157,44.0,49.5,59.0,8.899614444171274,152,200.0,233.01960784313727,227.0,268.0,314,42.187908313201994,,,0.36539278131634817,0.034607218683651804,53.43157336
