,ANO,COD_MUNICIPIO,MUNICIPIO,ACCESOS_FIJOS,POBLACION,INDICADOR_INTERNET,Acueducto,Alcantarillado,Energiaelectrica,Gasnatural,PERIODO,ESTU_COD_RESIDE_MCPIO,PUNT_LECTURA_CRITICA_MIN,PUNT_LECTURA_CRITICA_Q25,PUNT_LECTURA_CRITICA_MEAN,PUNT_LECTURA_CRITICA_MEDIAN,PUNT_LECTURA_CRITICA_Q75,PUNT_LECTURA_CRITICA_MAX,PUNT_LECTURA_CRITICA_STD,PUNT_MATEMATICAS_MIN,PUNT_MATEMATICAS_Q25,PUNT_MATEMATICAS_MEAN,PUNT_MATEMATICAS_MEDIAN,PUNT_MATEMATICAS_Q75,PUNT_MATEMATICAS_MAX,PUNT_MATEMATICAS_STD,PUNT_C_NATURALES_MIN,PUNT_C_NATURALES_Q25,PUNT_C_NATURALES_MEAN,PUNT_C_NATURALES_MEDIAN,PUNT_C_NATURALES_Q75,PUNT_C_NATURALES_MAX,PUNT_C_NATURALES_STD,PUNT_SOCIALES_CIUDADANAS_MIN,PUNT_SOCIALES_CIUDADANAS_Q25,PUNT_SOCIALES_CIUDADANAS_MEAN,PUNT_SOCIALES_CIUDADANAS_MEDIAN,PUNT_SOCIALES_CIUDADANAS_Q75,PUNT_SOCIALES_CIUDADANAS_MAX,PUNT_SOCIALES_CIUDADANAS_STD,PUNT_INGLES_MIN,PUNT_INGLES_Q25,PUNT_INGLES_MEAN,PUNT_INGLES_MEDIAN,PUNT_INGLES_Q75,PUNT_INGLES_MAX,PUNT_INGLES_STD,PUNT_GLOBAL_MIN,PUNT_GLOBAL_Q25,PUNT_GLOBAL_MEAN,PUNT_GLOBAL_MEDIAN,PUNT_GLOBAL_Q75,PUNT_GLOBAL_MAX,PUNT_GLOBAL_STD,INDICADOR_ACUEDUCTO,INDICADOR_ALCANTARILLADO,INDICADOR_ENERGIA_ELECTRICA,INDICADOR_GAS_NATURAL,KmDist
141,2019,25377,LA CALERA,7021,31432,0.2234,4474,3792,12567,4304,2019,25377,31,50.0,55.98823529411764,56.5,62.0,76,8.703227784435906,25,48.0,54.9264705882353,56.0,62.0,77,10.292644474544353,23,46.0,52.332352941176474,53.0,58.0,79,9.35366161445767,22,43.0,52.141176470588235,52.0,60.0,100,10.979092967437944,27.0,46.0,53.78529411764706,53.0,62.0,87.0,12.124638664516896,157,242.5,269.1970588235294,270.5,300.0,378,43.71022159804182,0.14233901756172054,0.12064138457622804,0.39981547467548995,0.13693051667090864,8.47436345
142,2020,25377,LA CALERA,8029,32917,0.2439,771,,12705,4558,2020,25377,29,48.0,54.814207650273225,55.0,61.0,79,9.37138841780188,26,48.0,55.46174863387978,56.0,63.0,100,10.298153110235223,30,47.0,53.03825136612022,53.0,59.0,80,9.149214275849548,26,45.0,52.278688524590166,52.0,59.0,100,10.789844765154966,30.0,43.0,51.30874316939891,48.0,56.0,100.0,12.644140125447027,154,238.0,268.4945355191257,267.0,295.0,412,43.898621973286694,0.023422547619770938,,0.3859707749794939,0.13846948385332808,8.47436345
144,2019,25386,LA MESA,2788,34465,0.0809,7931,6831,11611,5529,2019,25386,30,48.0,55.23373493975904,56.0,62.0,100,10.018139069341435,22,48.0,54.72289156626506,55.0,62.0,100,11.430860480680947,27,45.5,51.734939759036145,52.0,59.0,75,9.947063190688532,20,40.0,49.30361445783132,50.0,57.0,79,11.443385594336142,23.0,44.0,52.09879518072289,53.0,59.0,100.0,11.747026491633775,155,231.5,263.4963855421687,265.0,297.5,373,47.574750351022445,0.23011751051791673,0.19820107355287972,0.3368924996373132,0.16042361816335413,27.83253244
145,2020,25386,LA MESA,3315,36129,0.0918,10433,7082,15999,6191,2020,25386,28,49.0,54.55987055016181,54.0,61.0,76,8.682745689611156,23,48.0,54.398058252427184,55.0,61.0,100,10.74135696567841,27,45.0,51.663430420711975,52.0,58.0,75,8.831208820595721,24,43.0,51.0873786407767,52.0,59.0,75,10.819751175917267,30.0,42.0,48.922330097087375,48.0,54.0,100.0,9.586945927424301,152,233.0,263.11003236245955,265.0,291.0,393,42.13045058573893,0.2887707935453514,0.19601981787483738,0.44282985966951754,0.1713581887126685,27.83253244
147,2019,25394,LA PALMA,254,9588,0.0265,,,3815,641,2019,25394,28,37.75,47.2265625,48.0,55.0,74,10.579444371452661,21,36.0,44.53125,45.0,53.0,71,11.152442266335076,26,36.0,43.1796875,43.0,50.25,67,9.228877644586055,20,32.0,40.2890625,38.0,48.0,65,10.845480457696082,22.0,34.0,40.7421875,40.0,47.0,64.0,8.79982649591841,143,180.75,217.859375,217.5,253.25,335,45.736791368062434,,,0.39789319983312477,0.06685440133500209,65.86690144
148,2020,25394,LA PALMA,61,9810,0.0062,,,3944,698,2020,25394,26,40.0,47.5,47.0,53.0,73,9.336222391507679,29,38.75,45.75,45.5,51.0,68,9.632822127285563,27,37.0,44.88461538461539,45.0,50.0,72,9.076062287509453,24,34.75,43.86538461538461,42.5,50.25,74,11.168660811245642,28.0,36.0,42.03846153846154,41.0,47.25,66.0,7.798335740951619,158,192.0,226.23076923076923,222.5,252.0,348,42.10878901160537,,,0.4020387359836901,0.07115188583078491,65.86690144
150,2019,25398,LA PENA,78,5976,0.0131,653,280,1219,313,2019,25398,28,44.0,49.8780487804878,50.0,55.0,77,10.333202202157738,23,43.0,50.951219512195124,51.0,59.0,79,11.7577423286645,24,41.25,47.926829268292686,47.0,54.0,73,9.99849431603453,29,37.0,44.48780487804878,42.0,51.0,70,10.676203956670198,23.0,34.25,41.670731707317074,41.0,48.0,65.0,9.288323850502938,138,207.0,238.97560975609755,230.5,270.0,356,47.0898735175113,0.10927041499330656,0.04685408299866131,0.20398259705488622,0.052376171352074966,54.42498529
151,2020,25398,LA PENA,37,6095,0.0061,721,289,1797,319,2020,25398,29,41.5,50.642857142857146,51.5,57.0,70,9.817409694061123,28,41.75,49.19047619047619,49.5,56.0,78,11.028207945963812,31,39.0,45.023809523809526,44.0,51.75,66,8.6320110288309,27,35.25,44.214285714285715,42.5,52.0,69,10.066936255629757,30.0,37.0,42.857142857142854,43.0,49.0,63.0,7.912852862155245,170,207.25,234.66666666666666,232.5,268.5,345,42.34450271958695,0.11829368334700574,0.04741591468416735,0.2948318293683347,0.05233798195242002,54.42498529
153,2019,25402,LA VEGA,1005,17830,0.0564,3645,2899,6905,2609,2019,25402,29,44.0,51.48430493273543,51.0,58.0,76,9.601917757787653,21,43.0,49.29596412556054,49.0,57.0,80,10.884004787527589,27,38.5,45.71300448430493,44.0,51.0,72,9.13798928318585,25,37.5,45.27354260089686,44.0,52.5,74,10.425694589029433,23.0,41.0,49.336322869955154,49.0,57.0,77.0,11.36609780050307,149,210.0,240.22869955156952,236.0,268.5,350,43.73328954088616,0.20443073471676948,0.16259113853056645,0.38726864834548513,0.14632641615255187,32.36182472
154,2020,25402,LA VEGA,1182,18642,0.0634,3919,3022,7059,2748,2020,25402,30,46.0,52.87692307692308,54.0,59.0,74,9.015749722627767,27,45.0,51.96410256410256,52.0,57.0,84,10.6729131855232,28,43.0,49.52307692307692,48.0,55.0,78,9.683295786449301,23,41.0,48.635897435897434,49.0,57.0,77,11.929593437207123,30.0,39.5,47.42564102564103,47.0,52.0,85.0,10.278511213063455,155,222.0,252.44102564102565,253.0,277.5,386,45.30640653560425,0.21022422486857634,0.16210707005686084,0.3786610878661088,0.14740907627936917,32.36182472
156,2019,25407,LENGUAZAQUE,230,10424,0.0221,944,665,3094,882,2019,25407,28,45.0,51.72222222222222,51.5,59.0,71,10.169383194511061,29,47.25,53.922222222222224,55.0,62.0,74,10.196086248238737,30,44.0,50.65555555555556,49.5,57.75,70,9.27986961249827,23,36.0,45.32222222222222,45.5,53.0,67,10.927573389128145,28.0,41.25,46.71111111111111,46.0,53.0,69.0,8.523918026755153,163,218.75,250.6,252.0,288.5,340,43.855687753296124,0.09056024558710668,0.06379508825786646,0.296815042210284,0.08461243284727551,64.20589394
157,2020,25407,LENGUAZAQUE,274,10794,0.0254,,,3165,979,2020,25407,33,44.75,49.61538461538461,49.5,55.0,64,7.2491146996239975,31,42.75,50.47115384615385,52.0,57.25,75,9.981494265986772,32,42.0,47.67307692307692,47.0,54.0,67,8.073019078546084,28,38.0,45.73076923076923,46.0,52.0,70,8.897726085895574,30.0,39.0,43.74038461538461,43.5,48.0,68.0,7.066940937885843,170,213.75,240.09615384615384,237.5,263.75,343,34.93670260552612,,,0.29321845469705393,0.09069853622382805,64.20589394
159,2019,25426,MACHETA,107,6171,0.0173,761,602,595,266,2019,25426,32,47.0,53.382716049382715,53.0,59.0,74,9.728267961506004,29,46.0,54.641975308641975,58.0,63.0,74,10.721833614143744,31,43.0,50.82716049382716,51.0,58.0,71,9.253094243895918,23,40.0,47.0,46.0,55.0,69,10.818964830333814,27.0,40.0,47.629629629629626,49.0,55.0,82.0,9.637744088276628,168,213.0,255.82716049382717,262.0,291.0,336,44.007610172405634,0.12331874898719819,0.09755307081510291,0.09641873278236915,0.043104845243882674,49.39772716
160,2020,25426,MACHETA,64,6278,0.0102,776,616,3130,278,2020,25426,33,46.75,52.90909090909091,53.0,59.0,75,8.639173496595852,23,47.0,52.875,52.0,59.0,79,10.742345577468036,28,45.0,50.75,50.5,58.0,76,9.599149866572535,25,43.0,50.5,52.0,58.0,70,9.842436853665395,30.0,40.0,46.09090909090909,46.0,52.25,73.0,8.437241423724654,163,229.0,256.57954545454544,259.0,282.25,344,41.78261245110564,0.12360624402676011,0.09812042051608792,0.4985664224275247,0.044281618349792926,49.39772716
162,2019,25430,MADRID,24476,120067,0.2039,35489,33596,37104,32175,2019,25430,26,48.0,54.28062913907285,55.0,61.0,77,9.284327098848955,22,46.0,53.60596026490066,54.0,61.0,100,10.503892720877765,24,43.0,49.871688741721854,50.0,57.0,80,9.380527335184121,20,40.0,48.30546357615894,47.0,57.0,100,11.33617812576561,0.0,45.0,52.36754966887417,53.0,59.0,100.0,11.189962063909398,148,227.0,257.9072847682119,257.0,290.0,392,44.71474178022583,0.2955766363780223,0.2798104391714626,0.3090274596683518,0.26797538041260294,11.8423471
163,2020,25430,MADRID,38338,127138,0.3015,36213,35494,42215,37230,2020,25430,0,49.0,55.09464285714286,56.0,61.0,100,8.948765290798333,19,49.0,55.080357142857146,55.0,62.0,82,9.867068555256024,0,45.0,51.31339285714286,51.0,58.0,77,9.270293253382134,0,44.0,51.473214285714285,52.0,59.0,100,11.001064065383062,0.0,43.0,50.18839285714286,49.0,56.0,100.0,10.555324654346837,24,236.0,265.03482142857143,265.0,292.25,427,42.18665322615493,0.2848322295458478,0.2791769573219651,0.33204077459138887,0.29283141153706993,11.8423471
165,2019,25436,MANTA,51,3795,0.0134,812,423,1809,226,2019,25436,34,47.0,52.07142857142857,50.5,58.5,67,8.776773099023696,38,49.75,54.42857142857143,53.5,60.25,71,7.485435593988238,36,46.75,50.964285714285715,50.5,57.0,67,7.3961057964567365,32,39.0,47.714285714285715,45.5,58.25,68,11.214597441156581,34.0,38.75,48.07142857142857,48.5,54.0,66.0,8.943976128921019,195,229.5,255.21428571428572,251.0,284.75,329,37.41692738623062,0.213965744400527,0.11146245059288537,0.4766798418972332,0.05955204216073781,51.90615961
166,2020,25436,MANTA,67,3893,0.0172,681,,2143,319,2020,25436,34,46.0,52.0,51.5,58.0,73,9.218153772548977,36,47.0,52.825,54.0,57.0,78,8.828530382682539,33,38.75,45.65,46.0,51.0,64,7.849710104070641,33,42.0,48.975,48.0,55.0,70,9.900757546773882,30.0,38.0,43.275,43.0,45.0,86.0,10.982474383750848,181,226.75,246.725,239.5,267.5,349,38.55531324587027,0.17492936039044438,,0.5504752119188286,0.08194194708451066,51.90615961
168,2019,25438,MEDINA,261,8064,0.0324,1356,1342,2730,1476,2019,25438,35,45.0,51.56164383561644,51.0,56.0,75,9.227053070801375,25,45.0,53.71232876712329,53.0,62.0,78,10.571817162277885,29,41.0,46.657534246575345,47.0,52.0,71,9.132085039515882,21,39.0,46.32876712328767,47.0,52.0,69,10.619759877124952,28.0,37.0,45.602739726027394,45.0,54.0,71.0,9.970428116891192,175,214.0,246.35616438356163,243.0,272.0,352,43.30716192470482,0.16815476190476192,0.16641865079365079,0.3385416666666667,0.18303571428571427,66.33588747
169,2020,25438,MEDINA,153,8211,0.0186,1450,1441,2813,2994,2020,25438,30,43.0,50.308510638297875,52.0,56.75,75,9.18393477617322,28,47.0,53.702127659574465,54.0,60.0,79,9.83938736972403,27,40.0,46.98936170212766,47.0,53.0,71,8.908730381347823,25,39.0,48.0,47.5,56.75,73,11.81579041900314,28.0,38.25,43.51063829787234,42.0,48.0,67.0,7.720583688518682,167,211.0,246.37234042553192,251.0,272.0,342,41.0032739428622,0.17659237608086714,0.17549628547071003,0.3425892095968822,0.36463280964559736,66.33588747
171,2019,25473,MOSQUERA,32732,141171,0.2319,,,43723,37901,2019,25473,27,49.0,55.32710843373494,56.0,62.0,100,9.56376336453785,21,47.0,53.7355421686747,54.0,62.0,82,10.777124631259033,21,44.0,51.00722891566265,51.0,58.0,78,9.937960455681706,21,41.0,49.65963855421687,49.0,58.0,81,11.537257721061863,22.0,47.0,54.045180722891565,54.0,61.0,100.0,11.646325454485298,130,229.0,262.7855421686747,262.5,296.25,389,46.58319185197132,,,0.3097165848509963,0.26847582010469573,4.328295034
172,2020,25473,MOSQUERA,35927,150665,0.2385,19100,18684,45716,39787,2020,25473,0,50.0,56.20216147488875,57.0,63.0,79,9.278683354372166,22,49.0,55.64844246662428,56.0,62.0,100,10.670361220578968,0,46.0,52.52574698029243,53.0,59.0,100,9.918632299705166,0,46.0,53.58995549904641,54.0,61.0,100,11.212058476386776,0.0,44.0,51.829516539440206,50.0,59.0,100.0,12.27004421338624,29,241.0,271.44055944055947,272.0,303.0,434,45.484567275578485,0.12677131384196727,0.12401022135200611,0.30342813526698303,0.2640759300434739,4.328295034
174,2019,25483,NARINO,52,2395,0.0217,1399,,7,577,2019,25483,32,40.5,47.074074074074076,49.0,52.0,59,7.645641925688154,24,35.0,44.77777777777778,47.0,49.5,72,11.195237082497778,24,36.0,43.18518518518518,45.0,50.5,61,9.895752923649919,25,35.5,41.333333333333336,39.0,45.0,63,9.482777911723806,30.0,38.5,46.592592592592595,49.0,53.5,69.0,9.115748246680912,138,194.5,221.44444444444446,227.0,240.0,309,42.137442999832146,0.584133611691023,,0.0029227557411273487,0.24091858037578287,61.07484984
175,2020,25483,NARINO,39,2464,0.0158,1392,1336,1462,593,2020,25483,34,39.0,45.53333333333333,47.0,48.5,64,7.91803246363881,31,35.0,47.93333333333333,47.0,51.5,100,17.681575021419764,27,38.5,45.266666666666666,43.0,49.0,76,11.003029885748138,30,32.5,41.2,40.0,45.0,69,10.543786254065877,35.0,41.0,44.13333333333333,42.0,46.0,63.0,6.864678399153855,167,186.0,224.66666666666666,219.0,243.0,381,52.91052645290736,0.564935064935065,0.5422077922077922,0.5933441558441559,0.24066558441558442,61.07484984
177,2019,25486,NEMOCON,607,13868,0.0438,3366,1806,4213,2458,2019,25486,31,45.0,51.774869109947645,52.0,58.0,73,8.901602272012237,26,46.0,51.92670157068063,52.0,59.5,79,9.884324064952416,28,44.0,49.089005235602095,49.0,55.0,68,8.32734459192149,23,37.0,44.481675392670155,43.0,52.0,71,9.690387495341195,23.0,40.5,47.659685863874344,48.0,54.0,77.0,9.92627549305161,156,220.0,245.96858638743456,244.0,271.0,347,39.50042048532521,0.2427170464378425,0.1302278627055091,0.30379290452841073,0.17724257282953562,32.85235945
178,2020,25486,NEMOCON,1412,14532,0.0972,3708,2097,4605,2926,2020,25486,29,47.0,52.214723926380366,52.0,58.0,73,8.585619854588858,26,46.0,51.63803680981595,52.0,57.5,73,9.250173228868137,25,43.0,48.70552147239264,48.0,54.5,73,8.35104230600937,26,41.0,47.15950920245399,46.0,55.0,72,9.629511211758567,0.0,40.0,46.98159509202454,46.0,52.0,80.0,9.568771476184,152,224.0,248.5276073619632,243.0,273.0,363,38.166191632728015,0.2551610239471511,0.14430222956234517,0.31688687035507845,0.20134874759152216,32.85235945
180,2019,25488,NILO,261,11441,0.0228,6962,3631,3372,743,2019,25488,42,49.5,55.175,55.5,60.0,76,8.258290317878089,32,48.75,57.35,58.0,66.25,79,11.510418914607044,24,45.0,51.775,50.0,56.25,75,10.941540462490082,30,44.75,50.4,50.5,54.25,72,9.561675639010195,27.0,50.0,54.275,54.0,60.0,84.0,11.075469544945967,172,238.5,268.6,263.5,300.75,372,45.49206749674282,0.6085132418494886,0.31736736299274537,0.2947294816886636,0.0649418757101652,36.46636446
181,2020,25488,NILO,224,12028,0.0186,7221,3707,3409,747,2020,25488,34,47.25,54.14,55.5,60.75,74,9.411261166001816,32,45.5,53.54,54.0,60.75,75,10.708017213894514,31,46.0,50.68,50.0,57.0,74,9.628698600262336,23,44.25,51.96,53.0,59.5,74,10.730387900248337,30.0,40.25,46.76,45.5,51.0,67.0,8.936419408059065,172,229.25,260.66,256.5,294.0,348,42.561652760604645,0.6003491852344529,0.3081975390754905,0.28342201529763883,0.062105088127702025,36.46636446
183,2019,25489,NIMAIMA,61,3665,0.0166,525,496,1116,741,2019,25489,29,38.0,46.967213114754095,47.0,55.0,74,10.398665319989796,23,38.0,44.47540983606557,43.0,53.0,66,10.070760576005915,29,37.0,43.14754098360656,44.0,47.0,67,8.007987815453955,22,33.0,41.08196721311475,39.0,48.0,72,10.594487689308393,25.0,34.0,43.0655737704918,40.0,51.0,68.0,10.104238141260355,147,184.0,219.2622950819672,213.0,249.0,324,43.1960266843083,0.1432469304229195,0.13533424283765347,0.30450204638472034,0.20218281036834926,47.85044891
184,2020,25489,NIMAIMA,43,3763,0.0114,571,555,1144,712,2020,25489,31,43.0,47.48979591836735,47.0,52.0,63,8.50764961906732,29,37.0,44.734693877551024,44.0,52.0,76,9.615039240265052,28,37.0,43.816326530612244,45.0,48.0,66,8.849843382295331,24,34.0,41.6530612244898,40.0,47.0,68,10.274464747632361,30.0,37.0,42.204081632653065,41.0,45.0,62.0,6.77612103836189,150,186.0,221.22448979591837,219.0,242.0,304,38.522864047494814,0.1517406324740898,0.1474887058198246,0.3040127557799628,0.18921073611480202,47.85044891
186,2019,25491,NOCAIMA,175,6317,0.0277,725,682,2186,624,2019,25491,36,46.5,53.15873015873016,53.0,59.5,75,8.668084487594465,28,48.5,52.95238095238095,54.0,59.0,69,8.926995252582548,33,44.0,50.20634920634921,50.0,56.5,67,8.359191831130355,25,43.0,48.15873015873016,49.0,55.0,69,9.822959197398367,25.0,38.0,45.682539682539684,46.0,53.0,61.0,8.86425477977812,168,222.5,253.5079365079365,254.0,281.0,328,38.9449044312243,0.11476966914674687,0.10796264049390533,0.3460503403514326,0.09878106696216558,42.40433627
187,2020,25491,NOCAIMA,264,6562,0.0402,743,694,2251,663,2020,25491,28,47.25,52.98148148148148,54.0,58.0,69,8.740473500279293,31,45.0,51.81481481481482,54.0,59.0,74,10.881998418842969,27,42.0,47.75925925925926,48.0,52.75,74,10.005536552584344,24,39.0,46.870370370370374,47.0,55.0,68,10.775664925062339,31.0,39.0,44.48148148148148,43.0,51.0,61.0,7.894924906117568,152,215.0,247.24074074074073,250.5,269.75,342,41.21729586819389,0.11322767448948491,0.10576043889058213,0.34303565985979884,0.10103626943005181,42.40433627
189,2019,25506,VENECIA,65,4320,0.015,353,111,1570,489,2019,25506,27,44.0,50.10526315789474,50.0,57.0,71,10.027968407206908,23,45.0,51.31578947368421,53.0,60.0,77,11.517312891495196,26,40.0,46.578947368421055,47.0,54.0,68,9.333020044867295,22,36.0,44.280701754385966,42.0,51.0,65,11.053044806692263,23.0,36.0,41.64912280701754,41.0,47.0,76.0,10.170846340802742,137,208.0,237.89473684210526,241.0,269.0,353,45.53400778167516,0.08171296296296296,0.025694444444444443,0.36342592592592593,0.11319444444444444,10.06243674
190,2020,25506,VENECIA,20,4449,0.0045,552,546,1609,500,2020,25506,34,47.0,51.388888888888886,50.0,57.0,64,6.747233302080521,29,42.5,51.98148148148148,53.0,59.0,73,10.505148316898149,30,40.0,47.44444444444444,47.5,54.0,69,8.983562907651022,27,39.0,46.888888888888886,45.5,52.0,74,10.149201412336643,29.0,39.0,44.092592592592595,42.5,47.75,75.0,8.795943573052378,168,214.25,245.11111111111111,242.0,261.5,336,39.102992534552044,0.12407282535401214,0.1227242076871207,0.3616543043380535,0.11238480557428636,10.06243674
192,2019,25513,PACHO,680,25046,0.0272,987,,9010,4046,2019,25513,26,45.0,51.58806818181818,52.0,58.0,100,9.83876713351773,19,42.0,50.71875,50.0,59.0,79,11.088244365336342,25,42.0,47.96306818181818,47.0,54.0,73,8.836359727710459,23,37.0,45.01420454545455,44.0,52.0,71,10.446844011126025,22.0,39.75,45.90340909090909,45.0,53.0,75.0,9.331000305035182,138,210.0,242.98863636363637,239.0,274.0,360,43.92424048107039,0.03940749021799888,,0.35973808192925016,0.16154276131917272,37.89882982
193,2020,25513,PACHO,981,25803,0.038,,,10544,4367,2020,25513,29,46.0,52.063604240282686,52.0,58.0,78,8.760172430148819,23,44.0,52.06713780918728,53.0,59.5,78,10.591667469902841,30,42.0,48.71378091872791,49.0,55.0,69,8.677397118972026,0,39.5,47.65017667844523,47.0,55.0,75,11.198778981562855,22.0,38.0,44.667844522968196,44.0,49.0,81.0,8.828704270520594,141,218.0,248.52296819787986,248.0,277.0,355,41.9882878260452,,,0.4086346548850909,0.16924388636980195,37.89882982
195,2019,25518,PAIME,48,4206,0.0114,61,91,1118,124,2019,25518,24,41.0,47.8,47.0,55.0,72,10.343201544097369,30,38.0,46.8,46.0,52.0,64,9.843317991963334,32,39.0,45.17777777777778,46.0,50.0,67,8.194479541099295,24,32.0,41.55555555555556,42.0,49.0,70,10.718623460542354,28.0,34.0,41.111111111111114,40.0,47.0,56.0,7.986415233559314,163,191.0,225.06666666666666,225.0,260.0,327,41.522392644320135,0.014503090822634332,0.02163575844032335,0.265810746552544,0.029481692819781264,61.6854257
196,2020,25518,PAIME,29,4279,0.0068,3,3,1142,247,2020,25518,30,40.5,47.05555555555556,46.0,52.75,64,8.468402238792594,32,42.0,47.592592592592595,46.0,54.0,68,8.201515089019576,27,41.0,45.44444444444444,45.5,51.0,64,8.224828189216986,25,37.0,44.129629629629626,43.0,51.75,64,9.918624174784274,31.0,37.0,42.333333333333336,41.5,47.0,57.0,6.787891550261627,167,199.5,228.88888888888889,226.0,250.5,305,35.25094226850696,0.0007010983874737088,0.0007010983874737088,0.26688478616499184,0.05772376723533536,61.6854257
198,2019,25524,PANDI,205,5146,0.0398,704,487,1769,514,2019,25524,31,43.25,49.0,49.0,55.0,74,8.381265658305296,28,43.0,48.10344827586207,48.0,53.0,67,8.18790219083932,28,42.0,46.258620689655174,46.0,51.0,70,7.72455720601758,24,35.0,43.01724137931034,42.0,50.0,73,9.935743342361217,27.0,39.25,45.327586206896555,44.0,51.0,72.0,8.798699925964906,158,206.5,232.48275862068965,229.0,255.0,335,35.792894217526324,0.1368052856587641,0.0946366109599689,0.343762145355616,0.09988340458608629,16.6223547
199,2020,25524,PANDI,249,5334,0.0467,710,485,1812,509,2020,25524,34,44.0,49.698113207547166,50.0,54.0,65,7.863217450843215,29,41.0,47.471698113207545,43.0,54.0,73,9.660792636665494,34,41.0,46.698113207547166,45.0,52.0,70,7.492521670768634,27,39.0,45.490566037735846,44.0,53.0,67,9.52450814702106,34.0,40.0,45.094339622641506,45.0,50.0,67.0,7.125965928974112,173,209.0,235.81132075471697,235.0,253.0,322,35.771204902059665,0.13310836145481814,0.09092613423322085,0.33970753655793023,0.09542557180352455,16.6223547
201,2019,25530,PARATEBUENO,303,8786,0.0345,918,934,2433,1485,2019,25530,28,42.0,50.24175824175824,50.0,58.0,72,9.962530534558711,26,43.0,49.967032967032964,49.0,59.0,72,10.599214383309056,29,39.0,45.51648351648352,44.0,50.5,68,9.696921203674949,23,34.0,43.26373626373626,42.0,51.5,69,11.610182470415225,25.0,37.0,44.175824175824175,44.0,49.5,68.0,9.564510101403705,141,205.5,235.06593406593407,228.0,264.0,335,44.920374540291284,0.1044844070111541,0.10630548600045527,0.2769178238106078,0.169018893694514,90.81109241
202,2020,25530,PARATEBUENO,183,9218,0.0199,901,834,2509,1858,2020,25530,29,43.0,48.68421052631579,48.0,55.0,74,9.539685482453985,27,43.5,49.8421052631579,51.0,56.0,72,9.713245825000357,27,39.0,46.421052631578945,47.0,52.0,67,9.695994947869728,23,36.0,44.94736842105263,43.0,51.5,100,12.325693991123666,30.0,36.0,42.126315789473686,40.0,46.0,79.0,8.59891396564577,149,205.5,235.26315789473685,231.0,261.0,381,44.210379672342526,0.09774354523757865,0.09047515730093296,0.2721848557170753,0.20156216098936863,90.81109241
204,2019,25535,PASCA,107,9341,0.0115,4,,1394,804,2019,25535,28,45.0,52.02758620689655,52.0,59.0,75,9.731067678364978,26,47.0,53.262068965517244,52.0,62.0,75,10.49935228799534,27,43.0,49.3448275862069,49.0,56.0,69,9.068703287148876,26,39.0,47.820689655172416,47.0,57.0,78,11.42041846231591,27.0,41.0,48.6,48.0,56.0,75.0,10.28037504720091,147,218.0,252.27586206896552,250.0,288.0,365,45.79490552067456,0.0004282196766941441,,0.14923455732790922,0.08607215501552297,5.918657664
205,2020,25535,PASCA,152,9626,0.0158,547,389,3208,825,2020,25535,29,46.0,52.57575757575758,53.5,59.0,76,9.39150274712087,33,47.0,53.303030303030305,53.0,61.0,79,9.553337128414922,27,41.0,48.765151515151516,49.0,56.0,72,9.610633303583688,22,40.0,49.583333333333336,50.5,60.0,72,11.452551745171334,30.0,41.0,46.583333333333336,46.0,51.0,71.0,8.558770036007632,160,218.75,253.5681818181818,253.5,286.25,368,43.96948858515382,0.05682526490754208,0.04041138583004363,0.3332640764595886,0.08570538125908997,5.918657664
207,2019,25572,PUERTO SALGAR,998,16058,0.0621,,,3887,3183,2019,25572,30,44.5,51.443708609271525,51.0,57.5,74,9.185957225816226,22,45.0,51.86092715231788,51.0,59.0,81,10.665858137127294,24,42.0,48.94701986754967,49.0,55.0,69,9.208538124639329,25,38.0,46.18543046357616,46.0,53.0,68,10.286822621528922,26.0,40.0,48.66887417218543,48.0,56.5,82.0,11.428456795388506,157,215.5,247.66887417218544,247.0,278.5,343,43.36814835095832,,,0.24206003238261303,0.19821895628347241,102.8195387
208,2020,25572,PUERTO SALGAR,645,16671,0.0387,3782,3836,4675,3211,2020,25572,31,45.25,52.45522388059702,52.0,60.0,75,10.00722721666906,27,44.0,52.23880597014925,52.5,61.75,79,11.065205986604095,31,41.25,49.09701492537314,49.0,55.75,72,9.206788442684397,25,39.0,49.134328358208954,50.0,58.0,76,11.823126976413336,31.0,39.0,46.3955223880597,45.0,52.0,77.0,9.224043978594414,167,211.25,251.97761194029852,258.0,284.75,368,46.301799509990055,0.2268610161358047,0.23010017395477175,0.28042708895687124,0.19260992142043068,102.8195387
210,2019,25580,PULI,42,3369,0.0125,427,,1012,275,2019,25580,26,43.0,49.285714285714285,48.0,55.0,67,9.739463170891035,26,40.5,47.02857142857143,47.0,53.5,80,11.322766535472093,29,42.0,46.65714285714286,46.0,53.0,72,9.129599105762134,22,38.0,44.22857142857143,44.0,50.0,70,10.020818665293225,28.0,38.0,44.68571428571428,45.0,50.0,68.0,9.112923688436137,146,208.0,233.2,228.0,258.5,352,44.1952885431441,0.12674384090234492,,0.3003858711783912,0.08162659542891065,51.24432418
